timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,label
26624,1.01,0.04,-0.05,0.00,0.73,-0.37,-44.00,-35.00,27.00,sitting_down
26730,1.01,0.03,-0.04,-0.79,-1.28,-0.61,-43.00,-35.00,26.00,sitting_down
26823,1.00,0.03,-0.05,0.12,-0.55,0.00,-45.00,-36.00,26.00,sitting_down
26916,1.00,0.03,-0.04,0.31,0.43,0.24,-43.00,-34.00,30.00,sitting_down
27022,1.01,0.04,-0.04,-0.49,0.67,0.31,-44.00,-33.00,24.00,sitting_down
27115,1.00,0.04,-0.04,0.49,0.98,0.06,-43.00,-35.00,25.00,sitting_down
27221,1.00,0.03,-0.04,-0.24,0.67,-0.24,-45.00,-34.00,25.00,sitting_down
27314,1.01,0.04,-0.04,0.43,1.22,0.24,-43.00,-35.00,24.00,sitting_down
27420,1.01,0.04,-0.05,-0.67,0.12,0.06,-41.00,-34.00,25.00,sitting_down
27513,1.01,0.04,-0.04,-0.85,-0.79,0.12,-44.00,-33.00,25.00,sitting_down
27619,1.00,0.04,-0.04,-0.92,-1.04,-0.31,-43.00,-33.00,22.00,sitting_down
27712,1.00,0.04,-0.03,-1.22,-0.98,0.18,-43.00,-36.00,31.00,sitting_down
27818,1.01,0.03,-0.04,-0.85,-0.73,-0.06,-44.00,-35.00,28.00,sitting_down
27912,1.00,0.04,-0.04,-0.12,0.24,0.12,-44.00,-37.00,26.00,sitting_down
28005,1.01,0.04,-0.04,-0.06,0.79,0.06,-44.00,-36.00,30.00,sitting_down
28111,1.00,0.04,-0.03,-1.53,-0.79,0.06,-45.00,-35.00,26.00,sitting_down
28204,1.00,0.04,-0.03,-0.67,-0.43,-0.37,-43.00,-35.00,22.00,sitting_down
28310,1.01,0.04,-0.04,-1.46,-0.67,0.12,-43.00,-38.00,26.00,sitting_down
28403,1.00,0.04,-0.03,-0.85,0.31,0.06,-46.00,-34.00,21.00,sitting_down
28509,1.01,0.04,-0.04,0.12,-0.24,0.00,-48.00,-34.00,23.00,sitting_down
28602,1.01,0.04,-0.04,-0.49,-0.31,0.24,-44.00,-35.00,29.00,sitting_down
28708,1.00,0.04,-0.03,0.49,0.79,-0.12,-43.00,-34.00,24.00,sitting_down
28801,1.00,0.04,-0.03,1.89,1.71,-0.24,-44.00,-35.00,20.00,sitting_down
28907,1.00,0.04,-0.03,0.85,0.55,-0.31,-44.00,-35.00,33.00,sitting_down
29000,1.00,0.04,-0.03,2.01,3.23,-1.59,-46.00,-34.00,24.00,sitting_down
29106,1.00,0.04,-0.04,1.16,2.32,-0.43,-45.00,-36.00,27.00,sitting_down
29199,1.01,0.04,-0.04,1.40,3.48,0.55,-44.00,-34.00,27.00,sitting_down
29305,1.01,0.03,-0.05,-0.18,0.61,-0.73,-44.00,-33.00,24.00,sitting_down
29399,1.01,0.04,-0.05,-1.34,-0.79,0.00,-45.00,-35.00,23.00,sitting_down
29493,1.01,0.04,-0.05,-1.28,0.24,0.85,-43.00,-35.00,32.00,sitting_down
29599,1.01,0.04,-0.05,1.77,1.83,0.06,-45.00,-36.00,22.00,sitting_down
29692,1.01,0.04,-0.04,1.53,0.85,0.18,-43.00,-33.00,22.00,sitting_down
29798,1.01,0.04,-0.05,0.43,2.56,-0.49,-47.00,-34.00,22.00,sitting_down
29891,1.00,0.04,-0.04,-2.26,0.61,-0.49,-45.00,-33.00,23.00,sitting_down
29997,1.00,0.05,-0.04,-0.49,-0.49,-0.12,-44.00,-36.00,21.00,sitting_down
30090,1.00,0.04,-0.05,1.10,0.73,-0.79,-46.00,-34.00,24.00,sitting_down
30196,1.00,0.03,-0.05,0.49,2.56,-0.61,-44.00,-35.00,27.00,sitting_down
30289,1.00,0.03,-0.05,-0.73,0.49,-0.67,-43.00,-37.00,24.00,sitting_down
30383,1.00,0.04,-0.05,-0.37,1.16,-0.43,-44.00,-37.00,21.00,sitting_down
30490,1.00,0.04,-0.05,-0.92,0.37,0.92,-44.00,-35.00,24.00,sitting_down
30583,1.00,0.04,-0.05,-0.12,-0.24,-0.79,-45.00,-37.00,21.00,sitting_down
30689,1.00,0.04,-0.05,-0.98,-0.55,0.49,-45.00,-36.00,24.00,sitting_down
30782,1.01,0.03,-0.06,-1.22,-1.95,0.31,-45.00,-35.00,19.00,sitting_down
30888,1.00,0.03,-0.05,0.24,0.24,0.37,-46.00,-35.00,19.00,sitting_down
30981,1.00,0.03,-0.06,-0.31,-0.37,-0.06,-41.00,-34.00,21.00,sitting_down
31087,1.01,0.04,-0.06,-0.67,-0.67,0.12,-44.00,-36.00,24.00,sitting_down
31180,1.00,0.03,-0.05,-0.55,-1.40,-0.24,-45.00,-37.00,21.00,sitting_down
31273,1.00,0.04,-0.05,-0.61,-0.92,0.55,-44.00,-33.00,20.00,sitting_down
31379,1.00,0.04,-0.04,-0.12,-0.43,0.24,-44.00,-37.00,28.00,sitting_down
31472,1.00,0.04,-0.04,0.00,-0.31,-0.31,-45.00,-37.00,26.00,sitting_down
31578,1.00,0.04,-0.06,-0.06,1.04,0.18,-41.00,-35.00,20.00,sitting_down
31671,1.00,0.03,-0.05,-0.12,-0.31,-0.43,-44.00,-34.00,21.00,sitting_down
31777,1.01,0.03,-0.06,-0.24,-0.98,0.00,-43.00,-35.00,25.00,sitting_down
31871,1.00,0.04,-0.05,-0.24,0.67,0.37,-45.00,-34.00,23.00,sitting_down
31977,1.00,0.04,-0.05,-0.12,0.43,-0.24,-43.00,-35.00,21.00,sitting_down
32070,1.00,0.04,-0.05,-0.31,0.18,-0.06,-45.00,-34.00,24.00,sitting_down
32176,1.01,0.04,-0.06,-0.18,0.06,-0.06,-45.00,-35.00,22.00,sitting_down
32269,1.00,0.04,-0.05,-0.98,-1.16,0.06,-40.00,-37.00,26.00,sitting_down
32362,1.00,0.03,-0.05,0.00,-0.61,-0.06,-43.00,-34.00,25.00,sitting_down
32468,1.00,0.04,-0.05,-0.73,0.06,-0.18,-45.00,-36.00,22.00,sitting_down
32561,1.00,0.04,-0.05,-0.98,0.24,-0.06,-46.00,-37.00,33.00,sitting_down
32667,1.00,0.04,-0.05,-0.31,0.43,-0.06,-41.00,-34.00,28.00,sitting_down
32760,1.01,0.04,-0.06,-1.04,0.49,0.06,-43.00,-35.00,22.00,sitting_down
32866,1.00,0.04,-0.05,-0.12,0.49,-0.12,-43.00,-35.00,26.00,sitting_down
32959,1.00,0.03,-0.05,-1.10,-0.85,-0.18,-44.00,-34.00,21.00,sitting_down
33065,1.00,0.04,-0.05,-0.24,0.49,0.06,-45.00,-34.00,22.00,sitting_down
33158,1.00,0.04,-0.05,-0.31,-0.31,-0.06,-46.00,-35.00,26.00,sitting_down
33264,1.00,0.04,-0.05,0.00,0.55,0.18,-44.00,-35.00,21.00,sitting_down
33357,1.00,0.04,-0.05,0.06,0.79,0.37,-45.00,-35.00,25.00,sitting_down
33463,1.00,0.03,-0.05,0.85,1.28,-0.49,-44.00,-33.00,23.00,sitting_down
33556,1.01,0.04,-0.05,0.06,0.73,0.12,-47.00,-34.00,22.00,sitting_down
33662,1.00,0.04,-0.05,-0.37,1.04,0.24,-45.00,-34.00,17.00,sitting_down
33755,1.00,0.04,-0.05,0.24,0.18,0.12,-43.00,-35.00,22.00,sitting_down
33848,1.00,0.04,-0.05,0.18,0.61,-0.12,-44.00,-34.00,21.00,sitting_down
33954,1.01,0.03,-0.06,-0.18,0.43,-0.12,-44.00,-34.00,21.00,sitting_down
34047,1.00,0.04,-0.05,0.06,0.00,-0.24,-45.00,-36.00,21.00,sitting_down
34153,1.00,0.04,-0.05,-0.31,0.12,0.31,-43.00,-34.00,28.00,sitting_down
34246,1.00,0.04,-0.05,-0.49,-0.61,-0.31,-43.00,-37.00,19.00,sitting_down
34352,1.01,0.04,-0.05,-0.85,-1.59,-0.79,-44.00,-34.00,27.00,sitting_down
34445,1.00,0.03,-0.04,-1.40,-1.46,-1.28,-44.00,-35.00,24.00,sitting_down
34551,1.01,0.03,-0.04,-0.92,-0.43,-1.46,-45.00,-35.00,25.00,sitting_down
34645,1.00,0.03,-0.04,-1.04,-1.71,-1.71,-45.00,-35.00,24.00,sitting_down
34751,1.01,0.03,-0.04,-0.37,-0.12,-1.65,-45.00,-34.00,23.00,sitting_down
34844,1.00,0.03,-0.03,-1.83,-1.16,-0.31,-47.00,-36.00,24.00,sitting_down
34938,1.01,0.03,-0.04,-1.83,-2.20,-0.61,-44.00,-34.00,22.00,sitting_down
35044,1.00,0.02,-0.03,-1.16,-2.87,-0.92,-42.00,-35.00,22.00,sitting_down
35137,1.00,0.02,-0.02,-1.04,-2.38,-1.16,-47.00,-33.00,20.00,sitting_down
35243,1.01,0.01,-0.02,1.46,0.24,-0.92,-46.00,-35.00,27.00,sitting_down
35336,1.01,0.02,-0.04,0.55,0.67,-0.49,-46.00,-32.00,25.00,sitting_down
35442,1.01,0.02,-0.03,0.67,-0.06,-0.06,-47.00,-34.00,25.00,sitting_down
35535,1.01,0.02,-0.02,1.40,2.93,-0.61,-46.00,-34.00,29.00,sitting_down
35641,1.01,0.02,-0.02,-0.06,-0.98,-0.31,-45.00,-32.00,22.00,sitting_down
35734,1.01,0.01,-0.03,2.44,-0.85,-1.53,-45.00,-34.00,22.00,sitting_down
35840,1.01,0.01,-0.02,0.85,-0.43,-0.92,-45.00,-37.00,24.00,sitting_down
35933,1.01,0.01,-0.01,0.12,-0.67,-0.06,-42.00,-34.00,24.00,sitting_down
36026,1.01,0.02,-0.01,0.61,-0.67,0.37,-47.00,-34.00,24.00,sitting_down
36132,1.01,0.02,-0.01,-1.22,-0.55,0.31,-45.00,-34.00,22.00,sitting_down
36225,1.00,0.02,-0.00,0.79,-0.85,0.61,-45.00,-34.00,26.00,sitting_down
36331,1.00,0.01,-0.00,0.98,-1.04,0.24,-44.00,-33.00,26.00,sitting_down
36424,1.01,0.01,-0.01,0.92,0.18,0.12,-46.00,-34.00,24.00,sitting_down
36530,1.01,0.01,-0.01,0.92,0.92,0.24,-47.00,-32.00,18.00,sitting_down
36623,1.01,0.01,-0.01,-1.65,-2.50,0.00,-45.00,-32.00,30.00,sitting_down
36729,1.00,0.01,-0.00,-0.92,-3.05,0.31,-46.00,-36.00,27.00,sitting_down
36822,1.01,0.02,-0.01,0.31,0.00,0.24,-45.00,-32.00,20.00,sitting_down
36928,1.01,0.01,-0.01,0.12,0.98,0.24,-43.00,-32.00,23.00,sitting_down
37021,1.01,0.01,-0.02,-0.18,0.49,0.00,-46.00,-34.00,24.00,sitting_down
37126,1.01,0.01,-0.02,-0.12,-0.06,-0.06,-44.00,-36.00,25.00,sitting_down
37220,1.01,0.01,-0.02,-0.12,1.22,0.06,-45.00,-34.00,31.00,sitting_down
